	category	3A_1_log2FC	3Amk_1_log2FC
lon	gene	1.40351479614519	1.05193184824504
lysP	gene	-1.04269773160169	-1.44643568663595
mdtK	gene	1.38903395780968	0.75030014177819
metB	gene	-0.784072431378604	2.86055683442167
metE	gene	0.881671759011516	1.76508497845534
metK	gene	-0.79953697700922	2.23290731663929
metL	gene	-0.0654261982889909	1.50910194938085
mfd	gene	0.748194030553918	1.09761722504375
mmuP	gene	-3.7468295403801	2.5462583533652
mnmC	gene	0.371215517114296	1.2579178949536
narI	gene	-2.75560136734947	-2.32516466446507
narY	gene	-3.13131564742142	-2.34806695714569
narZ	gene	-3.20255619049904	-2.69439977697387
nhaA	gene	-1.14003040309822	-0.632841165466866
nirC	gene	-0.560921269243783	-1.19875609042589
obgE	gene	0.902101233182702	1.35607088514234
ompC	gene	-1.22721620536584	-1.20066638733165
osmC	gene	-1.79430031287173	-1.81518437367277
osmE	gene	-1.07823850069828	-1.34957404799387
osmF	gene	-1.21100966535118	-1.7604820705541
osmY	gene	-3.02685535859361	-1.19598808361624
otsB	gene	-1.4883728018021	-1.3103862937808
pfkB	gene	-1.74504018667431	-1.44240993638338
pflB	gene	0.519637153787863	1.90131430523349
phoU	gene	1.19402989284958	-2.66430314144403
pnp	gene	1.21828676938861	1.64206543758151
potC	gene	0.705605317313268	-1.01613399706571
potD	gene	-0.988833943866442	-1.92713567441945
potF	gene	-1.50299974685101	-1.1567406629589
potG	gene	-2.73908180517298	-1.54384420261749
potH	gene	-1.05903298993703	-2.59394928443435
potI	gene	-1.52604258609437	-2.64835862861645
prpB	gene	-5.88226718258156	-3.32457210103539
pstA	gene	1.36909861374636	-0.791837294341096
pstB	gene	1.05736133504846	-0.904982933943916
pstS	gene	1.08027255430572	-0.909633061280391
pta	gene	0.650050504932021	1.9011680763165
purA	gene	-1.89946266401853	-1.93632301309373
purC	gene	-1.89810428738387	-2.24541860727408
purD	gene	-2.10935138610323	-1.21794045805281
purL	gene	-2.78491604496726	-1.97067590260748
putP	gene	0.788777064656894	-1.27354746626654
pyrB	gene	0.540303505761569	3.96015696427953
pyrF	gene	-0.455077214892271	1.66101293803014
pyrH	gene	0.281755936982306	1.04771371498558
recG	gene	0.651601129673231	1.75379150024859
relA	gene	1.13604309631695	0.151845394090084
rep	gene	0.382646753038557	1.04649780763524
rfaB	gene	-0.135189878182091	-1.69535804692513
rfaI	gene	-0.0558993572575229	-1.14411513205993
rfaS	gene	-0.254693574438119	-1.40331332721409
rfaY	gene	-0.0282458687477431	-1.04719111925117
rfaZ	gene	-0.0846275162963063	-1.15564796804678
rhlE	gene	-0.0733314292509658	1.53050316481556
rhsD	gene	1.65621389103707	1.09547343797745
rne	gene	0.563176548637764	1.26673055891027
rnpA	gene	0.330158448137871	1.74847964440263
rplE	gene	0.443039483671104	1.20608658201134
rpmJ	gene	0.468674310462641	1.11738333476573
rsuA	gene	-0.085328797647666	1.12724892856774
sapB	gene	-0.752508178032153	-1.10943850412594
sbmC	gene	-1.67143961661172	-1.03692791763225
sbp	gene	2.40770458126769	-2.8398653210604
secB	gene	0.280798809481381	-1.0444244623183
sodC	gene	-2.72396328922843	-2.50881112972136
sufA	gene	-2.01306088362237	-1.5390249970417
sufB	gene	-1.87135660147299	-1.4731917400837
sufC	gene	-2.22101419356763	-1.07951901276645
sufD	gene	-2.29976823151302	-2.13427868603921
sufS	gene	-2.50844668891676	-1.24280424403343
tap	gene	-2.58810748285416	0.592947671356536
tatE	gene	-1.05531223172786	-2.37387672034035
tauB	gene	3.64883544268155	0.864434771148366
tauC	gene	3.24779545588334	0.689715909807039
tdcB	gene	1.14048163336353	2.07429843657695
thiI	gene	0.873362511059572	1.28625514221557
treF	gene	-1.71469191436093	-1.56416788926274
trmH	gene	0.156340128001096	2.00670696310913
trmU	gene	0.116194461296867	1.36927417928838
trpB	gene	-2.54384067819641	-3.26132969100961
trpC	gene	-2.6753595123187	-3.7606710908034
trpD	gene	-6.2818219995538	-8.14254793120912
trpE	gene	-6.30566775226931	-7.43346668742065
udk	gene	-0.258869402862881	1.13547630785506
ybaT	gene	-3.30912730903009	-1.96834460728594
ybeA	gene	1.31670498633017	1.40232742122679
ycgB	gene	-1.36438853706915	-2.97679735251972
yddG	gene	-0.456848452899272	-4.51858803368413
ydeE	gene	1.96039388550212	0.941004654426681
ydeH	gene	1.00231543003789	2.81519004697225
ydiZ	gene	-1.73668119102972	-1.15214822106299
yecP	gene	-1.17915666844345	1.19382234762477
yehX	gene	-1.66121938108602	-2.74505368085328
yejE	gene	-0.219773011611151	-1.2346410997705
yfdC	gene	-0.850439432050455	-1.20182323627037
ygcJ	gene	1.95019919628909	2.16892099460638
yheL	gene	0.563900807394585	1.89334934026279
yhiP	gene	-0.39676268536612	-1.03375093194037
yhjX	gene	7.41979488858597	0.729532121006257
yjiY	gene	5.64660641535017	0.38997720397236
ymfC	gene	-0.999705540219469	1.36215318426541
yobF	gene	-1.30019837001157	-1.77832877378461
yodD	gene	-1.65734466975594	-1.38155913791743
yohC	gene	-1.38371008377443	-1.34259692817659
ypdA	gene	1.27867405045133	-0.021738799545087
ytfN	gene	-0.71646566459741	-1.27946179211574
'de novo' posttranslational protein folding	GO	1.82299550421291	2.41235738735765
ammonium transport	GO	-1.72807063691111	-1.97089584912004
anaerobic electron transport chain	GO	-3.02982440175664	-2.45587713286154
arginine catabolic process to succinate	GO	-2.89078275862653	-0.474169281632722
aspartate family amino acid metabolic process	GO	-0.0434196726395276	2.14264029974652
bacterial-type flagellum-dependent swarming motility	GO	-5.3708776639948	-1.0003017172317
cellular monovalent inorganic cation homeostasis	GO	-4.81637520129749	-0.362824844668816
cellular response to nutrient levels	GO	2.94710847076349	-0.00202204341995417
glutathione transport	GO	1.85894007731306	-0.735483022841319
glycine catabolic process	GO	0.209194466290206	-1.55984154803838
glyoxylate cycle	GO	-3.31389109864595	-2.55910419417174
hyperosmotic response	GO	-1.91257377970444	-1.71940764660139
IMP metabolic process	GO	-2.19416099878988	-2.05080584099176
iron-sulfur cluster assembly	GO	-2.18272931981856	-1.4937637359929
lipopolysaccharide core region biosynthetic process	GO	-0.111731238984357	-1.28912511869942
locomotion	GO	-3.7455788588058	-0.512803981437833
methionine metabolic process	GO	-1.1121917974391	2.35120187072038
ncRNA processing	GO	0.219856497629232	1.48664321118991
nitrogen compound transport	GO	-0.197913138305796	-1.93845581138496
oligopeptide transmembrane transport	GO	1.79753135876067	-0.208437882526734
oligopeptide transport	GO	-0.105648088318772	-1.9000560231006
organelle organization	GO	0.510093008851599	1.45633349023441
pH elevation	GO	-6.04182346736391	-0.2728194044028
phosphate ion transport	GO	1.17519059898753	-1.31768910775236
pyrimidine nucleotide biosynthetic process	GO	0.133220301155399	1.76653266101168
pyrimidine ribonucleoside monophosphate biosynthetic process	GO	-0.0519859789889607	1.27493087526443
pyrimidine ribonucleotide biosynthetic process	GO	0.0960863921986718	1.9462373975182
response to heat	GO	1.5876335695655	2.39751065788875
response to nutrient levels	GO	2.76600193331883	0.0133647003310497
response to osmotic stress	GO	-1.89196596855882	-1.53336843025664
response to pH	GO	-4.0638858359455	-1.58073375635134
response to stress	GO	-1.98289280680087	-1.66024194336545
ribonucleoprotein complex biogenesis	GO	0.217169216594553	1.37638672697573
sulfur compound metabolic process	GO	3.14068066227687	0.00477336874919126
tRNA wobble uridine modification	GO	0.0639077189819856	1.40878370261717
tryptophan biosynthetic process	GO	-4.45167248558456	-5.64950385011069
viral process	GO	1.83639725886471	2.11029789647481
